loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), baroAlt, rssi, gyroADC[0], gyroADC[1], gyroADC[2], gyroUnfilt[0], gyroUnfilt[1], gyroUnfilt[2], accSmooth[0], accSmooth[1], accSmooth[2], debug[0], debug[1], debug[2], debug[3], debug[4], debug[5], debug[6], debug[7], motor[0], motor[1], motor[2], motor[3], eRPM[0], eRPM[1], eRPM[2], eRPM[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
288, 35705423,   0,   1,   0,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,   0,   0,   0, -17,  98, 2042,  -1,   0,   0,   0,   0,   0,   0,   0, 168, 162, 165, 162,  74,  85,  56,  74, 25, ANGLE_MODE, 0, IDLE, 1, 1
289, 35705675,   0,   1,   0,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,   0,  -1,   0, -17,  98, 2042,   0,  -1,   0,   0,   0,   0,   0,   0, 168, 161, 165, 161,  74,  85,  56,  74, 25, ANGLE_MODE, 0, IDLE, 1, 1
290, 35705926,   0,   1,   0,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,  -1,  -1,   0, -15, 115, 2054,  -1,  -1,   0,   0,   0,   0,   0,   0, 169, 161, 166, 160,  74,  88,  56,  74, 25, ANGLE_MODE, 0, IDLE, 1, 1
291, 35706178,   0,   1,   0,   0,   0,   0,  -1,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,   0,  -1,  -1, -15, 115, 2054,  -1,  -1,   0,   0,   0,   0,   0,   0, 170, 159, 167, 160,  74,  88,  58,  77, 25, ANGLE_MODE, 0, IDLE, 1, 1
292, 35706430,   0,   1,   0,   0,   0,   0,  -1,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,   0,  -1,  -2, -15, 115, 2054,   0,  -1,  -1,   0,   0,   0,   0,   0, 171, 158, 168, 159,  77,  88,  58,  77, 25, ANGLE_MODE, 0, IDLE, 1, 1
293, 35706681,   0,   1,   0,   0,   0,   0,  -1,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,  -1,   0,  -1,   0,  -1, -15, 115, 2054,  -1,  -1,  -2,   0,   0,   0,   0,   0, 171, 158, 169, 158,  81,  92,  61,  77, 25, ANGLE_MODE, 0, IDLE, 1, 1
294, 35706933,   0,   1,   0,   0,   0,   0,   0,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,  -1,   0,   0,  -1,   0,  -6, 103, 2056,  -1,   0,  -1,   0,   0,   0,   0,   0, 171, 157, 169, 158,  81,  92,  61,  80, 25, ANGLE_MODE, 0, IDLE, 1, 1
295, 35707185,   0,   1,   0,   0,   0,   0,   0,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,  -1,   0,   0,  -1,   0,  -6, 103, 2056,   0,  -1,   0,   0,   0,   0,   0,   0, 171, 157, 170, 158,  81,  92,  61,  80, 25, ANGLE_MODE, 0, IDLE, 1, 1
296, 35707436,   0,   1,   0,   0,   0,   0,   0,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,  -1,   0,   0,   1,   0,  -6, 103, 2056,   0,   0,   0,   0,   0,   0,   0,   0, 171, 157, 170, 158,  84,  96,  61,  80, 25, ANGLE_MODE, 0, IDLE, 1, 1
297, 35707688,   0,   1,   0,   0,   0,   0,   0,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   0,   1,   0,  -6, 103, 2056,   0,   1,   0,   0,   0,   0,   0,   0, 170, 158, 169, 159,  84,  96,  61,  80, 25, ANGLE_MODE, 0, IDLE, 1, 1
298, 35707940,   0,   0,   0,   0,   0,   0,  -1,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   0,   1,   0,  -8, 106, 2046,   1,   1,   0,   0,   0,   0,   0,   0, 169, 160, 167, 160,  84,  96,  64,  80, 25, ANGLE_MODE, 0, IDLE, 1, 1
299, 35708191,   0,   0,   0,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   0,   1,   0,  -8, 106, 2046,   0,   1,   0,   0,   0,   0,   0,   0, 167, 162, 165, 162,  88, 100,  64,  84, 25, ANGLE_MODE, 0, IDLE, 1, 1
300, 35708443,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   1,   1,   1,  -8, 106, 2046,   0,   1,   1,   0,   0,   0,   0,   0, 165, 163, 164, 164,  88, 100,  64,  84, 25, ANGLE_MODE, 0, IDLE, 1, 1
301, 35708695,   0,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   1,   1,   1,  -8, 106, 2046,   1,   1,   1,   0,   0,   0,   0,   0, 164, 165, 162, 165,  88, 100,  64,  84, 25, ANGLE_MODE, 0, IDLE, 1, 1
302, 35708949,   0,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   0,   0,   1,  -6,  93, 2046,   1,   0,   1,   0,   0,   0,   0,   0, 163, 166, 161, 166,  88, 100,  64,  88, 25, ANGLE_MODE, 0, IDLE, 1, 1
303, 35709198,   0,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   0,   0,   0,  -6,  93, 2046,   0,   0,   1,   0,   0,   0,   0,   0, 163, 166, 161, 166,  88, 105,  64,  88, 25, ANGLE_MODE, 0, IDLE, 1, 1
304, 35709449,   0,   0,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   1,   1,   0,  -6,  93, 2046,   1,   1,   0,   0,   0,   0,   0,   0, 162, 167, 160, 167,  91, 109,  66,  88, 25, ANGLE_MODE, 0, IDLE, 1, 1
305, 35709701,   0,   0,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   0,   1,   0,  -6,  93, 2046,   1,   1,   0,   0,   0,   0,   0,   0, 161, 167, 159, 168,  95, 109,  66,  91, 25, ANGLE_MODE, 0, IDLE, 1, 1
306, 35709953,   0,   0,   0,   0,   0,   0,   0,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,  -1,   0,   1,  -7,  97, 2053,   0,   0,   1,   0,   0,   0,   0,   0, 160, 168, 159, 169,  95, 109,  66,  91, 25, ANGLE_MODE, 0, IDLE, 1, 1
307, 35710204,   0,   0,   0,   0,   0,   0,   0,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   0,  -1,   2,  -7,  97, 2053,  -1,   0,   2,   0,   0,   0,   0,   0, 159, 167, 160, 170,  95, 109,  66,  91, 25, ANGLE_MODE, 0, IDLE, 1, 1
308, 35710458,   1,   0,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   1,  -1,   1,  -7,  97, 2053,   0,  -1,   1,   0,   0,   0,   0,   0, 159, 165, 161, 170,  99, 114,  69,  95, 25, ANGLE_MODE, 0, IDLE, 1, 1
309, 35710708,   1,   0,  -1,   0,   0,   0,   1,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   1,   0,   1,  -7,  97, 2053,   1,   0,   1,   0,   0,   0,   0,   0, 160, 164, 162, 170,  99, 114,  72,  99, 25, ANGLE_MODE, 0, IDLE, 1, 1
310, 35710959,   0,   0,  -1,   0,   0,   0,   1,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   1,  -1,  -1,   0, -11,  98, 2059,   0,   0,   1,   0,   0,   0,   0,   0, 160, 164, 162, 170,  99, 119,  72,  99, 25, ANGLE_MODE, 0, IDLE, 1, 1
311, 35711211,   1,   0,  -1,   0,   0,   0,   1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,  -2,  -2,  -1, -11,  98, 2059,  -2,  -2,  -1,   0,   0,   0,   0,   0, 161, 162, 164, 169,  99, 124,  72,  99, 25, ANGLE_MODE, 0, IDLE, 1, 1
312, 35711463,   1,   1,  -1,   0,   0,   0,   2,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,  -1,   0,   0,  -1,   0,  -1, -11,  98, 2059,  -2,  -1,  -1,   0,   0,   0,   0,   0, 161, 159, 167, 170, 103, 124,  72,  99, 25, ANGLE_MODE, 0, IDLE, 1, 1
313, 35711714,   1,   1,  -1,   0,   0,   0,   2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,  -1,   0,   0,   1,   1,  -1, -11,  98, 2059,   0,   0,  -1,   0,   0,   0,   0,   0, 160, 157, 169, 170, 108, 129,  75, 104, 25, ANGLE_MODE, 0, IDLE, 1, 1
314, 35711966,   1,   0,  -1,   0,   0,   0,   2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   1,   1,  -1, -13, 100, 2061,   1,   1,  -1,   0,   0,   0,   0,   0, 160, 158, 169, 169, 108, 129,  75, 104, 25, ANGLE_MODE, 0, IDLE, 1, 1
315, 35712218,   1,   0,   0,   0,   0,   0,   2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.48, 1.69,   0, 536,   0,   0,   0,   0,   0,  -1, -13, 100, 2061,   0,   0,  -1,   0,   0,   0,   0,   0, 161, 159, 167, 169, 108, 129,  75, 104, 25, ANGLE_MODE, 0, IDLE, 1, 1
316, 35712469,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,   0,   0,   0,  -1, -13, 100, 2061,  -1,   0,  -1,   0,   0,   0,   0,   0, 161, 161, 166, 168, 108, 133,  75, 108, 25, ANGLE_MODE, 0, IDLE, 1, 1
317, 35712721,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,   0,   0,   1,  -2, -13, 100, 2061,   0,   0,  -2,   0,   0,   0,   0,   0, 162, 161, 165, 167, 113, 133,  75, 108, 25, ANGLE_MODE, 0, IDLE, 1, 1
318, 35712975,   0,   0,   0,   0,   0,   0,   1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,   0,  -1,   1,  -2, -12, 101, 2061,   0,   1,  -2,   0,   0,   0,   0,   0, 162, 163, 165, 167, 117, 133,  78, 113, 25, ANGLE_MODE, 0, IDLE, 1, 1
319, 35713224,   0,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,  -1,  -1,   0,  -2, -12, 101, 2061,  -1,   0,  -2,   0,   0,   0,   0,   0, 162, 163, 164, 167, 117, 136,  78, 118, 25, ANGLE_MODE, 0, IDLE, 1, 1
320, 35713476,   0,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,  -1,  -1,   0,  -2, -12, 101, 2061,  -1,   0,  -2,   0,   0,   0,   0,   0, 162, 164, 164, 166, 122, 136,  78, 118, 25, ANGLE_MODE, 0, IDLE, 1, 1
321, 35713728,   0,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,  -1,   0,   0,  -1, -12, 101, 2061,   0,   0,  -1,   0,   0,   0,   0,   0, 162, 164, 164, 166, 122, 136,  78, 123, 25, ANGLE_MODE, 0, IDLE, 1, 1
322, 35713979,   0,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,  -1,   1,   0,  -1, -15,  94, 2060,   0,   0,  -1,   0,   0,   0,   0,   0, 163, 165, 163, 165, 122, 133,  82, 123, 25, ANGLE_MODE, 0, IDLE, 1, 1
323, 35714231,   0,   0,   0,   0,   0,   0,  -1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,  -1,   0,   0,   0, -15,  94, 2060,   1,   0,   0,   0,   0,   0,   0,   0, 164, 166, 162, 164, 122, 133,  85, 123, 25, ANGLE_MODE, 0, IDLE, 1, 1
324, 35714483,   0,   0,   0,   0,   0,   0,  -1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,   0,  -1,  -1,   0, -15,  94, 2060,  -1,  -1,   0,   0,   0,   0,   0,   0, 165, 167, 162, 163, 127, 133,  85, 123, 25, ANGLE_MODE, 0, IDLE, 1, 1
325, 35714737,   0,   1,   0,   0,   0,   0,  -1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,   0,  -1,  -1,  -1, -15,  94, 2060,  -1,  -1,   0,   0,   0,   0,   0,   0, 166, 165, 163, 161, 127, 136,  85, 128, 25, ANGLE_MODE, 0, IDLE, 1, 1
326, 35714986,   0,   1,   0,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,   0,   0,  -1,  -2, -22,  94, 2051,   0,  -1,  -1,   0,   0,   0,   0,   0, 167, 163, 166, 160, 127, 136,  89, 128, 25, ANGLE_MODE, 0, IDLE, 1, 1
327, 35715238,   0,   1,   0,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,  -1,   1,   0,  -2, -22,  94, 2051,   1,   0,  -2,   0,   0,   0,   0,   0, 168, 162, 167, 159, 127, 136,  89, 133, 25, ANGLE_MODE, 0, IDLE, 1, 1
328, 35715489,   0,   1,   0,   0,   0,   0,  -1,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,  -1,   0,   0,  -1, -22,  94, 2051,   1,   0,  -2,   0,   0,   0,   0,   0, 169, 162, 168, 157, 127, 133,  89, 135, 25, ANGLE_MODE, 0, IDLE, 1, 1
329, 35715741,   0,   1,   0,   0,   0,   0,  -1,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,  -1,   0,  -2,   1, -22,  94, 2051,   0,  -1,  -1,   0,   0,   0,   0,   0, 170, 161, 169, 157, 127, 137,  92, 135, 25, ANGLE_MODE, 0, IDLE, 1, 1
330, 35715993,   0,   1,   1,   0,   0,   0,  -1,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,  -1,  -1,   0,  -1,   2, -22,  94, 2051,   0,  -1,   2,   0,   0,   0,   0,   0, 170, 159, 171, 156, 127, 137,  92, 135, 25, ANGLE_MODE, 0, IDLE, 1, 1
331, 35716244,   0,   1,   1,   0,   0,   0,  -1,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,  -1,   0,   0,   0,   2, -27,  98, 2042,   0,   0,   2,   0,   0,   0,   0,   0, 170, 158, 172, 156, 127, 137,  92, 135, 25, ANGLE_MODE, 0, IDLE, 1, 1
332, 35716496,   1,   1,   0,   0,   0,   0,   0,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,  -1,   0,   0,  -1,   1, -27,  98, 2042,   0,   0,   2,   0,   0,   0,   0,   0, 170, 157, 172, 157, 127, 137,  96, 133, 25, ANGLE_MODE, 0, IDLE, 1, 1
333, 35716750,   1,   1,   0,   0,   0,   0,   0,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,  -1,   0,   0,  -1,   0, -27,  98, 2042,   0,  -1,   1,   0,   0,   0,   0,   0, 169, 156, 173, 158, 125, 134,  96, 133, 25, ANGLE_MODE, 0, IDLE, 1, 1
334, 35716999,   1,   1,   0,   0,   0,   0,   1,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,  -1,   0,   0,   0,  -1, -27,  98, 2042,   0,   0,  -1,   0,   0,   0,   0,   0, 168, 155, 174, 159, 125, 134,  96, 133, 25, ANGLE_MODE, 0, IDLE, 1, 1
335, 35717251,   1,   1,   0,   0,   0,   0,   1,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.69,   0, 536,   0,   0,   0,   1,   0,   0, -25,  96, 2035,   1,   0,  -1,   0,   0,   0,   0,   0, 168, 155, 173, 160, 125, 134,  96, 135, 25, ANGLE_MODE, 0, IDLE, 1, 1
336, 35717503,   0,   1,   0,   0,   0,   0,   1,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,   1,   1,   2, -25,  96, 2035,   1,   1,   1,   0,   0,   0,   0,   0, 167, 157, 172, 160, 127, 138, 101, 135, 25, ANGLE_MODE, 0, IDLE, 1, 1
337, 35717754,   0,   0,   0,   0,   0,   0,   0,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,   0,   0,   2, -25,  96, 2035,   0,   1,   2,   0,   0,   0,   0,   0, 166, 160, 169, 161, 127, 138, 101, 135, 25, ANGLE_MODE, 0, IDLE, 1, 1
338, 35718006,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,  -1,   0,   2, -25,  96, 2035,  -1,   0,   2,   0,   0,   0,   0,   0, 165, 161, 167, 163, 127, 138, 101, 133, 25, ANGLE_MODE, 0, IDLE, 1, 1
339, 35718258,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,   0,   1,   1, -24,  93, 2029,  -1,   0,   2,   0,   0,   0,   0,   0, 163, 162, 166, 165, 126, 136, 105, 133, 25, ANGLE_MODE, 0, IDLE, 1, 1
340, 35718510,   0,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,   1,   1,   0, -24,  93, 2029,   1,   1,   0,   0,   0,   0,   0,   0, 162, 164, 164, 167, 126, 136, 109, 133, 25, ANGLE_MODE, 0, IDLE, 1, 1
341, 35718761,   0,   0,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,   0,   1,  -1, -24,  93, 2029,   1,   1,  -1,   0,   0,   0,   0,   0, 161, 167, 161, 168, 126, 139, 109, 136, 25, ANGLE_MODE, 0, IDLE, 1, 1
342, 35719016,   0,   0,   0,   0,   0,   0,   0,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,  -1,   0,   0, -24,  93, 2029,   0,   0,  -1,   0,   0,   0,   0,   0, 160, 169, 159, 169, 128, 139, 114, 136, 25, ANGLE_MODE, 0, IDLE, 1, 1
343, 35719265,   0,   0,   0,   0,   0,   0,   0,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,  -1,   0,   1, -24,  93, 2029,  -1,  -1,   0,   0,   0,   0,   0,   0, 160, 169, 158, 169, 128, 139, 114, 136, 25, ANGLE_MODE, 0, IDLE, 1, 1
344, 35719516,   0,   0,   0,   0,   0,   0,   0,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,   0,   0,   2, -30,  95, 2021,  -1,   0,   1,   0,   0,   0,   0,   0, 160, 168, 158, 169, 128, 137, 114, 134, 25, ANGLE_MODE, 0, IDLE, 1, 1
345, 35719768,   0,   0,   0,   0,   0,   0,   0,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   1,   0,   0,   2, -30,  95, 2021,   0,   0,   2,   0,   0,   0,   0,   0, 160, 168, 159, 169, 128, 137, 114, 137, 25, ANGLE_MODE, 0, IDLE, 1, 1
346, 35720020,   0,   0,  -1,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   1,   0,  -1,   1, -30,  95, 2021,   1,  -1,   2,   0,   0,   0,   0,   0, 162, 167, 159, 168, 128, 137, 119, 137, 25, ANGLE_MODE, 0, IDLE, 1, 1
347, 35720271,   0,   0,  -1,   0,   0,   0,  -1,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   1,  -1,   0,   0, -30,  95, 2021,   0,  -1,   1,   0,   0,   0,   0,   0, 164, 166, 159, 167, 128, 140, 119, 137, 25, ANGLE_MODE, 0, IDLE, 1, 1
348, 35720523,   0,   0,  -1,   0,   0,   0,  -1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   1,  -1,   0,  -1, -28,  96, 2002,  -1,   0,  -1,   0,   0,   0,   0,   0, 165, 165, 160, 166, 130, 140, 124, 137, 25, ANGLE_MODE, 0, IDLE, 1, 1
349, 35720777,   0,   1,  -1,   0,   0,   0,  -1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   1,   0,   0,  -1, -28,  96, 2002,  -1,   0,  -1,   0,   0,   0,   0,   0, 166, 163, 162, 165, 130, 140, 124, 135, 25, ANGLE_MODE, 0, IDLE, 1, 1
350, 35721026,   0,   1,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   1,   0,   0,  -1, -28,  96, 2002,   0,   0,  -1,   0,   0,   0,   0,   0, 166, 162, 163, 165, 130, 138, 124, 135, 25, ANGLE_MODE, 0, IDLE, 1, 1
351, 35721278,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,   1,   0,   0, -28,  96, 2002,   0,   1,  -1,   0,   0,   0,   0,   0, 167, 162, 163, 165, 130, 141, 123, 135, 25, ANGLE_MODE, 0, IDLE, 1, 1
352, 35721530,   0,   0,  -1,   0,   0,   0,  -1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.69,   0, 536,   0,   0,   0,   1,   0,   0, -35,  97, 1998,   1,   0,   0,   0,   0,   0,   0,   0, 167, 162, 162, 164, 132, 141, 123, 138, 25, ANGLE_MODE, 0, IDLE, 1, 1
353, 35721781,   0,   0,  -1,   0,   0,   0,  -1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.65,   0, 536,   0,   0,   0,   0,   0,   1, -35,  97, 1998,   1,   0,   1,   0,   0,   0,   0,   0, 169, 163, 162, 162, 132, 141, 123, 138, 25, ANGLE_MODE, 0, IDLE, 1, 1
354, 35722033,   0,   1,  -1,   0,   0,   0,  -1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.65,   0, 536,   0,   0,   1,  -1,  -1,   1, -35,  97, 1998,   0,  -1,   1,   0,   0,   0,   0,   0, 170, 163, 162, 162, 132, 141, 124, 138, 25, ANGLE_MODE, 0, IDLE, 1, 1
355, 35722285,   0,   1,  -1,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.50, 1.65,   0, 536,   0,   0,   1,   0,  -1,   0, -35,  97, 1998,   0,  -1,   1,   0,   0,   0,   0,   0, 171, 162, 162, 161, 132, 140, 124, 137, 25, ANGLE_MODE, 0, IDLE, 1, 1
356, 35722539,   0,   1,  -1,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.51, 1.65,   0, 536,   0,   0,   1,   0,   0,   0, -35,  97, 1998,  -1,  -1,   0,   0,   0,   0,   0,   0, 171, 161, 164, 161, 131, 140, 124, 140, 25, ANGLE_MODE, 0, IDLE, 1, 1
357, 35722788,   0,   1,  -1,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.51, 1.65,   0, 536,   0,   0,   0,   1,   1,  -1, -32,  96, 1995,   0,   1,  -1,   0,   0,   0,   0,   0, 170, 160, 164, 161, 131, 143, 124, 140, 25, ANGLE_MODE, 0, IDLE, 1, 1
358, 35723040,   0,   0,  -1,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.51, 1.65,   0, 536,   0,   0,   0,   1,   1,   0, -32,  96, 1995,   1,   1,  -1,   0,   0,   0,   0,   0, 169, 161, 164, 163, 131, 143, 123, 140, 25, ANGLE_MODE, 0, IDLE, 1, 1
359, 35723291,   0,   0,  -1,   0,   0,   0,  -1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.51, 1.65,   0, 536,   0,   0,   0,   0,   1,   1, -32,  96, 1995,   0,   1,   0,   0,   0,   0,   0,   0, 167, 163, 162, 164, 132, 143, 123, 140, 25, ANGLE_MODE, 0, IDLE, 1, 1
