loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), baroAlt, rssi, gyroADC[0], gyroADC[1], gyroADC[2], gyroUnfilt[0], gyroUnfilt[1], gyroUnfilt[2], accSmooth[0], accSmooth[1], accSmooth[2], debug[0], debug[1], debug[2], debug[3], debug[4], debug[5], debug[6], debug[7], motor[0], motor[1], motor[2], motor[3], eRPM[0], eRPM[1], eRPM[2], eRPM[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 35632945,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,  -1, -29,  89, 2038,  -1,   0,  -1,   0,   0,   0,   0,   0, 163, 162, 165, 165,  12,  12,  12,  17, 0, 0, 0, IDLE, 0, 0
  1, 35633195,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -29,  89, 2038,   0,   0,   0,   0,   0,   0,   0,   0, 163, 162, 166, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
  2, 35633447,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -29,  89, 2038,   0,   0,   0,   0,   0,   0,   0,   0, 163, 162, 166, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
  3, 35633699,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -32,  90, 2037,   0,   0,   0,   0,   0,   0,   0,   0, 163, 161, 167, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
  4, 35633950,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -32,  90, 2037,   0,   0,   0,   0,   0,   0,   0,   0, 163, 161, 167, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
  5, 35634202,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -32,  90, 2037,   0,   0,   0,   0,   0,   0,   0,   0, 163, 161, 167, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
  6, 35634456,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   1, -32,  90, 2037,   0,   0,   1,   0,   0,   0,   0,   0, 163, 161, 167, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
  7, 35634705,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   1, -31,  92, 2038,   0,   0,   1,   0,   0,   0,   0,   0, 163, 162, 166, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
  8, 35634959,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   1, -31,  92, 2038,   0,   0,   1,   0,   0,   0,   0,   0, 163, 162, 166, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
  9, 35635209,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   1, -31,  92, 2038,   0,   0,   1,   0,   0,   0,   0,   0, 164, 162, 166, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 10, 35635460,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -31,  92, 2038,   0,   0,   0,   0,   0,   0,   0,   0, 164, 162, 166, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 11, 35635712,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -33,  88, 2037,   0,   0,   0,   0,   0,   0,   0,   0, 165, 161, 166, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 12, 35635963,   0,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -33,  88, 2037,   0,   0,   0,   0,   0,   0,   0,   0, 165, 161, 166, 163,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 13, 35636215,   0,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -33,  88, 2037,   0,   0,   0,   0,   0,   0,   0,   0, 166, 161, 166, 163,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 14, 35636467,   0,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.49, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -33,  88, 2037,   0,   0,   0,   0,   0,   0,   0,   0, 166, 161, 166, 163,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 15, 35636719,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -32,  92, 2037,   0,   0,   0,   0,   0,   0,   0,   0, 166, 161, 165, 163,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 16, 35636972,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -32,  92, 2037,   0,   0,   0,   0,   0,   0,   0,   0, 165, 162, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 17, 35637222,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,  -1, -32,  92, 2037,   0,   0,  -1,   0,   0,   0,   0,   0, 165, 162, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 18, 35637474,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,  -2, -32,  92, 2037,   0,   0,  -1,   0,   0,   0,   0,   0, 165, 161, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 19, 35637725,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,  -2, -33,  91, 2037,   0,   0,  -2,   0,   0,   0,   0,   0, 165, 161, 166, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 20, 35637977,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,  -1, -33,  91, 2037,   0,   0,  -1,   0,   0,   0,   0,   0, 165, 161, 166, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 21, 35638229,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -33,  91, 2037,   0,   0,  -1,   0,   0,   0,   0,   0, 165, 162, 166, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 22, 35638480,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -33,  91, 2037,   0,   0,   0,   0,   0,   0,   0,   0, 165, 162, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 23, 35638732,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -32,  91, 2038,   0,   0,   0,   0,   0,   0,   0,   0, 165, 163, 165, 163,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 24, 35638984,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -32,  91, 2038,   0,   0,   0,   0,   0,   0,   0,   0, 164, 164, 164, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 25, 35639235,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -32,  91, 2038,   0,   0,   0,   0,   0,   0,   0,   0, 164, 165, 163, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 26, 35639487,   0,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -32,  91, 2038,   0,   0,   0,   0,   0,   0,   0,   0, 163, 165, 163, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 27, 35639739,   0,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   1, -33,  92, 2041,   0,   0,   0,   0,   0,   0,   0,   0, 163, 165, 163, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 28, 35639990,   0,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   1, -33,  92, 2041,   0,   0,   1,   0,   0,   0,   0,   0, 163, 164, 164, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 29, 35640242,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   1, -33,  92, 2041,   0,   0,   1,   0,   0,   0,   0,   0, 164, 164, 164, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 30, 35640494,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   1, -33,  92, 2041,   0,   0,   1,   0,   0,   0,   0,   0, 165, 163, 164, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 31, 35640745,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.25,   0, 535,   0,   0,   0,   0,   0,   0, -33,  91, 2040,   0,   0,   1,   0,   0,   0,   0,   0, 165, 163, 164, 163,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 32, 35640999,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -33,  91, 2040,   0,   0,   0,   0,   0,   0,   0,   0, 165, 163, 164, 163,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 33, 35641249,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -33,  91, 2040,   0,   0,   0,   0,   0,   0,   0,   0, 165, 163, 164, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 34, 35641500,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -33,  91, 2040,   0,   0,   0,   0,   0,   0,   0,   0, 165, 163, 164, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 35, 35641752,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -34,  91, 2040,   0,   0,   0,   0,   0,   0,   0,   0, 164, 163, 163, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 36, 35642004,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,  -1,   0, -34,  91, 2040,   0,   0,   0,   0,   0,   0,   0,   0, 164, 163, 164, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 37, 35642255,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,  -1,   0, -34,  91, 2040,   0,  -1,   0,   0,   0,   0,   0,   0, 164, 162, 164, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 38, 35642507,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -34,  91, 2040,   0,  -1,   0,   0,   0,   0,   0,   0, 165, 161, 165, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 39, 35642759,   0,   1,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -36,  90, 2038,   0,   0,   0,   0,   0,   0,   0,   0, 165, 161, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 40, 35643010,   0,   1,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -36,  90, 2038,   0,   0,   0,   0,   0,   0,   0,   0, 166, 161, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 41, 35643262,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   1, -36,  90, 2038,   0,   0,   0,   0,   0,   0,   0,   0, 166, 161, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 42, 35643514,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   1, -36,  90, 2038,   0,   0,   1,   0,   0,   0,   0,   0, 166, 161, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 43, 35643765,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   1, -30,  91, 2038,   0,   0,   1,   0,   0,   0,   0,   0, 166, 161, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 44, 35644017,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   1, -30,  91, 2038,   0,   0,   1,   0,   0,   0,   0,   0, 166, 162, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 45, 35644269,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -30,  91, 2038,   0,   0,   1,   0,   0,   0,   0,   0, 166, 162, 164, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 46, 35644520,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -30,  91, 2038,   0,   0,   0,   0,   0,   0,   0,   0, 166, 161, 164, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 47, 35644772,   0,   1,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -35,  89, 2035,   0,   0,   0,   0,   0,   0,   0,   0, 166, 161, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 48, 35645026,   0,   1,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -35,  89, 2035,   0,   0,   0,   0,   0,   0,   0,   0, 166, 161, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 49, 35645275,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -35,  89, 2035,   0,   0,   0,   0,   0,   0,   0,   0, 166, 161, 165, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 50, 35645527,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -35,  89, 2035,   0,   0,   0,   0,   0,   0,   0,   0, 165, 162, 164, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 51, 35645778,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   1,   0, -35,  93, 2035,   0,   0,   0,   0,   0,   0,   0,   0, 165, 162, 164, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 52, 35646030,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,  -1,   1,  -1, -35,  93, 2035,  -1,   1,   0,   0,   0,   0,   0,   0, 164, 162, 164, 166,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 53, 35646282,   0,   0,  -1,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,  -1, -35,  93, 2035,   0,   0,  -1,   0,   0,   0,   0,   0, 163, 163, 163, 167,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 54, 35646533,   0,   0,  -1,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.46, 1.85,   0, 535,   0,   0,   0,   0,   0,  -1, -35,  93, 2035,   0,   0,  -1,   0,   0,   0,   0,   0, 162, 163, 163, 168,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 55, 35646785,   1,   0,  -1,   0,   0,   0,   1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -31,  85, 2036,   0,   0,  -1,   0,   0,   0,   0,   0, 161, 163, 163, 168,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 56, 35647039,   1,   0,   0,   0,   0,   0,   1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -31,  85, 2036,   0,   0,   0,   0,   0,   0,   0,   0, 161, 163, 164, 168,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 57, 35647288,   0,   0,   0,   0,   0,   0,   1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,   1, -31,  85, 2036,   0,   0,   1,   0,   0,   0,   0,   0, 162, 162, 164, 168,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 58, 35647540,   0,   0,  -1,   0,   0,   0,   1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,   1, -31,  85, 2036,   0,   0,   1,   0,   0,   0,   0,   0, 162, 162, 164, 168,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 59, 35647792,   0,   0,  -1,   0,   0,   0,   1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,   1, -42,  91, 2035,   0,   0,   1,   0,   0,   0,   0,   0, 162, 163, 163, 168,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 60, 35648043,   0,   0,  -1,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,   1, -42,  91, 2035,   0,   0,   1,   0,   0,   0,   0,   0, 162, 163, 163, 168,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 61, 35648295,   0,   0,  -1,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,   1, -42,  91, 2035,   0,   0,   1,   0,   0,   0,   0,   0, 163, 163, 163, 168,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 62, 35648547,   0,   0,  -1,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,  -1,   0, -42,  91, 2035,   0,   0,   1,   0,   0,   0,   0,   0, 163, 163, 163, 167,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 63, 35648798,   0,   0,  -1,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -42,  91, 2035,   0,  -1,   0,   0,   0,   0,   0,   0, 164, 163, 163, 166,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 64, 35649050,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   1,   0,   1, -38,  83, 2037,   0,   0,   1,   0,   0,   0,   0,   0, 165, 162, 163, 165,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 65, 35649302,   0,   1,  -1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   1,   0,   1, -38,  83, 2037,   1,   0,   1,   0,   0,   0,   0,   0, 166, 162, 164, 164,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 66, 35649554,   0,   1,  -1,   0,   0,   0,  -1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,   1, -38,  83, 2037,   1,   0,   1,   0,   0,   0,   0,   0, 168, 162, 163, 162,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 67, 35649805,   0,   1,  -1,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,   1, -38,  83, 2037,   0,   0,   1,   0,   0,   0,   0,   0, 169, 163, 163, 161,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 68, 35650057,   0,   1,  -1,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,   0, -40,  85, 2034,   0,   0,   0,   0,   0,   0,   0,   0, 170, 163, 163, 161,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 69, 35650309,   0,   0,  -1,   0,   0,   0,  -2,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,  -1, -40,  85, 2034,   0,   0,  -1,   0,   0,   0,   0,   0, 170, 163, 162, 161,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 70, 35650560,   0,   0,  -1,   0,   0,   0,  -2,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,   0,   0,  -1, -40,  85, 2034,   0,   0,  -1,   0,   0,   0,   0,   0, 169, 164, 162, 161,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
 71, 35650812,   0,   0,  -1,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.45, 1.85,   0, 535,   0,   0,   0,  -1,   0,  -1, -40,  85, 2034,   0,   0,  -1,   0,   0,   0,   0,   0, 169, 163, 162, 161,  12,  12,  12,  17, 25, ANGLE_MODE, 0, IDLE, 1, 1
